627.916748,-122.976830,1.845167
627.865112,-122.950752,0.736366
627.888000,-122.952606,0.796231
627.915283,-122.956642,1.788624
627.907776,-122.952751,1.686216
627.902161,-122.963440,1.622411
627.851929,-122.909882,0.767313
627.843262,-122.910263,0.826793
627.861206,-122.933998,0.842742
627.845825,-122.909485,0.715562
627.815552,-122.944786,0.124810
627.819214,-122.937813,0.075268
627.785400,-122.896378,0.097517
627.789917,-122.888893,0.048259
627.882935,-122.928543,1.815079
627.883423,-122.941261,1.869634
627.893005,-122.917351,1.767129
627.877197,-122.928787,1.620971
627.865234,-122.908920,1.655685
627.889221,-122.915436,1.715912
627.820984,-122.880829,0.794101
627.825073,-122.873650,0.744742
627.851501,-122.923706,0.659323
627.824707,-122.869438,0.694332
627.823547,-122.865776,0.643734
627.751282,-122.852531,0.068614
627.757629,-122.856285,0.024413
627.919250,-122.916924,2.562168
627.916504,-122.929474,2.616021
627.862854,-122.887772,1.794100
627.858459,-122.903954,1.847378
627.844360,-122.873100,1.684736
627.866760,-122.880722,1.744694
627.790833,-122.846794,0.770754
627.790894,-122.842285,0.720454
627.790100,-122.838371,0.669943
627.779663,-122.840874,0.617174
627.832214,-122.858543,1.820952
627.830444,-122.872864,1.874771
627.835022,-122.847763,1.720967
627.840332,-122.848656,1.772546
627.755188,-122.816429,0.746119
627.752808,-122.813576,0.695230
627.750061,-122.810944,0.644268
627.893066,-122.891037,2.594110
627.865906,-122.848709,2.567416
627.862976,-122.861374,2.621008
627.804443,-122.827354,1.848491
627.803345,-122.841118,1.902344
627.813477,-122.812439,1.749965
627.791382,-122.804710,1.689859
627.718506,-122.786743,0.721240
627.717651,-122.782860,0.670717
627.839783,-122.816422,2.595344
627.835876,-122.829681,2.648575
627.804749,-122.848763,2.003326
627.797302,-122.849487,1.951270
627.768372,-122.810646,1.974710
627.784729,-122.812294,2.032569
627.770691,-122.804626,1.924942
627.776123,-122.796562,1.875893
627.811096,-122.818497,1.799722
627.772095,-122.776512,1.819951
627.777222,-122.768768,1.770793
627.769470,-122.769684,1.718668
627.687378,-122.753387,0.697653
627.696472,-122.764008,0.753485
627.710938,-122.774719,0.612913
627.687744,-122.748695,0.647417
627.811646,-122.785500,2.622789
627.809631,-122.797447,2.676383
627.814575,-122.779114,2.573149
627.747437,-122.774910,2.003855
627.764282,-122.772430,2.068881
627.741821,-122.747169,1.846859
627.747803,-122.765755,1.903300
627.664185,-122.719154,0.726266
627.663818,-122.714958,0.675854
627.657776,-122.721001,0.620590
627.786926,-122.758469,2.654642
627.785706,-122.748695,2.600426
627.728699,-122.737762,2.033499
627.721069,-122.729500,1.880741
627.718628,-122.735588,1.930486
627.638428,-122.682236,0.703940
627.647644,-122.692619,0.759507
627.643860,-122.674156,0.654896
627.627075,-122.680923,0.600626
627.739258,-122.731148,2.093188
627.706055,-122.703171,2.062237
627.696289,-122.705223,2.009626
627.692749,-122.698708,1.908142
627.685974,-122.680603,1.851295
627.612671,-122.649719,0.731950
627.612427,-122.645454,0.681562
627.604126,-122.646545,0.629291
627.622131,-122.679565,0.542279
627.597656,-122.646370,0.577460
627.677002,-122.672028,2.051349
627.691528,-122.703964,1.958180
627.666321,-122.671097,1.986309
627.666016,-122.666840,1.935921
627.658081,-122.649422,1.878717
627.584778,-122.614220,0.709118
627.592712,-122.625481,0.764172
627.574524,-122.612129,0.606078
627.566284,-122.605186,0.551246
627.555481,-122.584038,0.736303
627.544006,-122.578339,0.582644
627.554565,-122.575752,0.635445
627.684998,-122.630493,2.236886
627.694458,-122.651451,2.200268
627.651917,-122.594688,2.201996
627.659058,-122.594368,2.253998
627.670898,-122.631538,2.165364
627.641907,-122.596924,2.149321
627.667297,-122.643440,2.114595
627.627319,-122.595299,2.085409
627.564697,-122.594559,0.791562
627.527649,-122.552933,0.763816
627.525330,-122.550034,0.712945
627.520752,-122.544189,0.611227
627.522827,-122.552414,0.556608
627.626953,-122.561638,2.230193
627.644836,-122.566673,2.292493
627.620056,-122.561813,2.178243
627.611084,-122.563354,2.125811
627.597351,-122.558449,2.076945
627.501160,-122.516472,0.741323
627.512390,-122.525688,0.796872
627.490173,-122.500572,0.574443
627.498962,-122.509033,0.640166
627.770447,-122.667465,4.426921
627.772705,-122.661667,4.377126
627.731323,-122.629288,4.402262
627.750061,-122.645912,4.315821
627.739563,-122.619377,4.353862
627.731079,-122.620552,4.301558
627.646057,-122.595108,2.690653
627.645935,-122.590858,2.640272
627.613770,-122.556358,2.663722
627.621765,-122.561539,2.718880
627.614380,-122.551498,2.613544
627.600586,-122.529572,2.258041
627.594299,-122.529297,2.206249
627.571716,-122.520966,2.094528
627.587463,-122.529388,2.154329
627.479797,-122.481010,0.770368
627.477722,-122.477951,0.719555
627.713074,-122.587357,4.381692
627.712524,-122.592148,4.431894
627.708679,-122.585838,4.330339
627.699768,-122.587326,4.277928
627.586121,-122.525116,2.691282
627.607178,-122.534752,2.745770
627.586426,-122.520477,2.641024
627.591064,-122.512924,2.591794
627.567871,-122.497231,2.234102
627.575256,-122.496773,2.286150
627.555847,-122.496330,2.130637
627.562561,-122.496307,2.182538
627.455627,-122.442986,0.748424
627.464478,-122.453804,0.803138
627.474243,-122.471390,0.618088
627.467773,-122.457054,0.560197
627.442627,-122.424057,0.588244
627.451294,-122.437012,0.646753
627.677551,-122.561356,4.407411
627.683777,-122.552757,4.358548
627.679016,-122.551491,4.307104
627.691345,-122.594620,4.225178
627.668213,-122.554237,4.254248
627.688354,-122.602539,4.174035
627.658813,-122.556038,4.201725
627.561218,-122.492035,2.719486
627.584473,-122.500099,2.774259
627.564087,-122.481224,2.619517
627.559570,-122.488708,2.668771
627.543518,-122.463814,2.262424
627.537109,-122.463608,2.210609
627.532104,-122.462486,2.159115
627.540771,-122.484535,2.085938
627.525269,-122.462608,2.107183
627.541870,-122.483162,1.824603
627.513245,-122.443909,1.802435
627.502014,-122.443459,1.864044
627.559998,-122.482361,1.778867
627.514221,-122.438835,1.752330
627.540161,-122.473198,1.730972
627.517578,-122.444389,1.698820
627.431458,-122.409439,0.776797
627.426941,-122.408020,0.725405
627.423035,-122.401711,0.623851
627.413330,-122.390015,0.565214
627.654907,-122.522339,4.385821
627.657898,-122.524826,4.436835
627.637207,-122.520805,4.230698
627.647888,-122.518120,4.283531
627.538391,-122.452042,2.763658
627.533081,-122.456696,2.696609
627.536682,-122.449844,2.647129
627.540466,-122.442871,2.597694
627.510681,-122.431610,2.238441
627.519165,-122.430389,2.290759
627.507751,-122.429108,2.187433
627.502075,-122.428436,2.135778
627.493896,-122.429443,2.083536
627.484253,-122.413628,1.829661
627.480896,-122.420311,1.879196
627.488708,-122.406174,1.780396
627.482788,-122.405670,1.728686
627.470703,-122.399750,1.668631
627.501709,-122.444031,1.602654
627.488831,-122.422928,1.564549
627.470215,-122.405174,1.625081
627.405640,-122.372574,0.754454
627.415283,-122.382942,0.809138
627.389771,-122.355698,0.593448
627.398560,-122.368385,0.652151
627.625122,-122.492546,4.412872
627.629272,-122.485313,4.363531
627.613831,-122.486710,4.259260
627.612793,-122.493874,4.207030
627.507263,-122.418655,2.740002
627.509644,-122.418205,2.674829
627.512451,-122.411865,2.625172
627.477478,-122.389992,2.228194
627.470520,-122.386009,2.158456
627.470398,-122.395416,2.112078
627.486145,-122.431198,2.020354
627.463806,-122.395355,2.060210
627.456116,-122.396027,2.008082
627.490295,-122.439545,1.970029
627.478821,-122.426132,1.929038
627.453247,-122.393517,1.957080
627.454834,-122.387978,1.907142
627.457397,-122.381821,1.857420
627.454346,-122.364517,1.756555
627.462402,-122.374054,1.808265
627.452026,-122.372063,1.705187
627.385376,-122.336411,0.783744
627.393494,-122.347633,0.837935
627.373718,-122.330826,0.630044
627.369934,-122.328873,0.578843
627.602905,-122.453194,4.391397
627.603394,-122.448448,4.341178
627.586243,-122.450981,4.236513
627.595703,-122.449104,4.289059
627.482483,-122.386612,2.702512
627.484497,-122.380844,2.652652
627.438538,-122.362541,2.088322
627.437317,-122.351357,2.149149
627.432556,-122.348724,1.885631
627.429138,-122.355438,1.935157
627.429138,-122.335403,1.842513
627.435547,-122.337822,1.785690
627.362915,-122.301704,0.812522
627.357300,-122.300980,0.760889
627.344238,-122.296341,0.606855
627.348267,-122.302444,0.559269
627.575256,-122.417511,4.368633
627.568237,-122.411232,4.439763
627.562805,-122.416931,4.265058
627.572144,-122.415131,4.317580
627.561157,-122.449219,3.876607
627.553894,-122.449783,3.824627
627.523926,-122.407234,3.853364
627.523193,-122.416275,3.800972
627.409546,-122.327736,2.065248
627.410400,-122.324280,2.116501
627.433228,-122.361633,2.036752
627.427490,-122.360992,1.985090
627.405029,-122.326302,2.013862
627.403198,-122.323051,1.963117
627.409180,-122.314606,1.904935
627.334656,-122.266403,0.789624
627.329224,-122.265564,0.738027
627.307983,-122.252556,0.575521
627.321106,-122.262093,0.635473
627.546265,-122.387154,4.395879
627.547241,-122.382080,4.345777
627.537781,-122.383911,4.293243
627.539429,-122.389305,4.240920
627.495605,-122.372002,3.830438
627.507202,-122.381348,3.881300
627.496399,-122.380165,3.778193
627.526672,-122.393234,3.550077
627.517334,-122.395248,3.497607
627.487854,-122.350464,3.526689
627.503052,-122.359169,3.578364
627.485596,-122.362305,3.473734
627.376465,-122.281662,2.038919
627.377441,-122.289635,2.107084
627.375366,-122.270912,1.945318
627.307739,-122.230225,0.767031
627.306824,-122.226364,0.716503
627.298035,-122.223358,0.613781
627.290527,-122.223915,0.561697
627.522583,-122.348808,4.374050
627.521118,-122.354385,4.439311
627.510864,-122.347733,4.270650
627.510010,-122.354973,4.217535
627.467957,-122.336304,3.807676
627.465881,-122.329971,3.872134
627.497437,-122.375374,3.728081
627.465454,-122.333519,3.756767
627.501160,-122.368683,3.678608
627.466431,-122.328400,3.706683
627.503052,-122.363205,3.628715
627.468628,-122.322510,3.656868
627.470154,-122.317039,3.606906
627.465942,-122.315369,3.555602
627.455078,-122.318184,3.502723
627.452942,-122.330124,3.449618
627.282166,-122.193161,0.744749
627.292847,-122.202744,0.799044
627.270386,-122.187660,0.591023
627.271973,-122.195358,0.542469
627.492065,-122.319481,4.400934
627.495239,-122.321815,4.452000
627.480896,-122.313576,4.247348
627.480286,-122.320686,4.194105
627.443359,-122.303017,3.835955
627.417053,-122.277626,3.466668
627.435547,-122.281494,3.532200
627.411072,-122.286728,2.739579
627.407837,-122.284615,2.688483
627.379700,-122.247559,2.713932
627.395752,-122.260727,2.765517
627.406799,-122.281052,2.637898
627.378845,-122.243645,2.663417
627.355225,-122.237885,1.818668
627.356873,-122.236359,1.771383
627.328735,-122.201439,1.796169
627.329956,-122.208649,1.856973
627.354919,-122.232040,1.706195
627.328369,-122.197197,1.745775
627.325745,-122.194496,1.694837
627.254822,-122.161705,0.772384
627.239075,-122.154396,0.567401
627.269348,-122.192764,0.491528
627.236633,-122.151588,0.516504
627.265808,-122.190948,0.440357
627.231445,-122.150566,0.464976
627.260925,-122.189941,0.388862
627.228149,-122.148315,0.413880
627.254395,-122.189888,0.337008
627.222107,-122.147911,0.362131
627.246765,-122.190796,0.284888
627.215210,-122.148064,0.310187
627.212463,-122.145416,0.259232
627.490845,-122.328857,4.516232
627.465515,-122.291725,4.493991
627.464539,-122.288162,4.428523
627.453125,-122.277962,4.224557
627.459656,-122.278053,4.276412
627.474731,-122.320435,4.142462
627.447754,-122.277092,4.172976
627.470520,-122.318932,4.091208
627.443604,-122.275421,4.121675
627.421204,-122.263664,3.814479
627.415955,-122.259407,3.877663
627.398560,-122.240219,3.496165
627.415833,-122.244995,3.561610
627.387756,-122.245132,2.830512
627.364807,-122.212257,2.794805
627.358154,-122.212250,2.742920
